Taxon_Name,Result_Value,Result_UOM,Fish_Total_Len_Value,Fish_Len_UOM1,Gear_Used,Pass_Count,Total_Energy,Total_Energy_UOM,Results_Comment,Origin,Flow_Guild,IsStocked,Reach_Length,Reach_Length_UOM,Width_Length,Width_Length_UOM,Lab_Accession,Field_Accession,Activity_Type,Activity_Name,Field_Activity_Date,Field_Activity_Time,STA_SEQ,Station_Name,Project_Name,Trip_Name,Location,State_Name,Municipality_Name,ADB_SegmentID,SubBasin,Station_Long,Station_Lat,Station_Type,Org_Name
Ameiurus natalis,1,count,17,cm,1 IFD SS,1,1800,Sec,,Introduced,Macrohabitat Generalist,False,180,m,10,m,2014010_lf,2014010_FISH,Sample-Routine,All species single pass,6/12/2014,11:22:00 AM,16657,FENTON RIVER,,2014 ABM Fish Community 06122014,1.4 KM US of rte 89 access from dirt rd left off wormwood hill,Connecticut,MANSFIELD,CT3207-00_01a,3207 - Fenton River - Natchaug - Thames,-72.2031,41.7831,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,12,cm,1 IFD SS,1,1800,Sec,,Introduced,Macrohabitat Generalist,False,180,m,10,m,2014010_lf,2014010_FISH,Sample-Routine,All species single pass,6/12/2014,11:22:00 AM,16657,FENTON RIVER,,2014 ABM Fish Community 06122014,1.4 KM US of rte 89 access from dirt rd left off wormwood hill,Connecticut,MANSFIELD,CT3207-00_01a,3207 - Fenton River - Natchaug - Thames,-72.2031,41.7831,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,13,cm,1 IFD SS,1,1800,Sec,,Introduced,Macrohabitat Generalist,False,180,m,10,m,2014010_lf,2014010_FISH,Sample-Routine,All species single pass,6/12/2014,11:22:00 AM,16657,FENTON RIVER,,2014 ABM Fish Community 06122014,1.4 KM US of rte 89 access from dirt rd left off wormwood hill,Connecticut,MANSFIELD,CT3207-00_01a,3207 - Fenton River - Natchaug - Thames,-72.2031,41.7831,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,13,cm,2 Smith Root backpacks,1,2011,Sec,,Introduced,Macrohabitat Generalist,False,147.2,m,6.9,m,2014008_lf,2014008_lf-FISH,Sample-Routine,All species single pass,6/11/2014,11:36:00 AM,16246,Fivemile River,,2014 ABM Fish Community 06112014,Downstream of Spicer Road,Connecticut,THOMPSON,CT3400-00_04,3400 - Fivemile River - Fivemile - Thames,-71.8154,41.9865,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,10,cm,2 Smith Root Backpacks,1,2171,Sec,,Introduced,Macrohabitat Generalist,False,146,m,8,m,2014005_lf,2014005_FISH,Sample-Routine,All species single pass,6/6/2014,11:04:00 AM,14606,Middle River,,2014 ABM Fish Community 06062014,downstream Route 190,Connecticut,STAFFORD,CT3102-00_02,3102 - Middle River - Willimantic - Thames,-72.3278,41.9659,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,3,count,8,cm,2 Smith Root Backpacks,1,2171,Sec,,Introduced,Macrohabitat Generalist,False,146,m,8,m,2014005_lf,2014005_FISH,Sample-Routine,All species single pass,6/6/2014,11:04:00 AM,14606,Middle River,,2014 ABM Fish Community 06062014,downstream Route 190,Connecticut,STAFFORD,CT3102-00_02,3102 - Middle River - Willimantic - Thames,-72.3278,41.9659,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,18,cm,2 BP,1,1716,Sec,,Introduced,Macrohabitat Generalist,False,160,m,10,m,2014031_lf,2014031_FISH,Sample-Routine,All species single pass,6/27/2014,11:10:00 AM,14583,Middle River,,2014 ABM Fish Community 06272014,downstream Route 32 bridge,Connecticut,STAFFORD,CT3102-00_01,3102 - Middle River - Willimantic - Thames,-72.3039,41.9525,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,15,cm,2 BP,1,1716,Sec,,Introduced,Macrohabitat Generalist,False,160,m,10,m,2014031_lf,2014031_FISH,Sample-Routine,All species single pass,6/27/2014,11:10:00 AM,14583,Middle River,,2014 ABM Fish Community 06272014,downstream Route 32 bridge,Connecticut,STAFFORD,CT3102-00_01,3102 - Middle River - Willimantic - Thames,-72.3039,41.9525,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,14,cm,2 BP,1,2242,Sec,,Introduced,Macrohabitat Generalist,False,174.7,m,10.7,m,2014029_lf,2014029_FISH,Sample-Routine,All species single pass,6/27/2014,9:00:00 AM,14580,Willimantic River,,2014 ABM Fish Community 06272014,adjacent to park upstream Stafford POTW,Connecticut,STAFFORD,CT3100-00_06,3100 - Willimantic River - Willimantic - Thames,-72.3037,41.9505,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,16,cm,2 BP,1,2242,Sec,,Introduced,Macrohabitat Generalist,False,174.7,m,10.7,m,2014029_lf,2014029_FISH,Sample-Routine,All species single pass,6/27/2014,9:00:00 AM,14580,Willimantic River,,2014 ABM Fish Community 06272014,adjacent to park upstream Stafford POTW,Connecticut,STAFFORD,CT3100-00_06,3100 - Willimantic River - Willimantic - Thames,-72.3037,41.9505,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,2,count,17,cm,2 BP,1,2242,Sec,,Introduced,Macrohabitat Generalist,False,174.7,m,10.7,m,2014029_lf,2014029_FISH,Sample-Routine,All species single pass,6/27/2014,9:00:00 AM,14580,Willimantic River,,2014 ABM Fish Community 06272014,adjacent to park upstream Stafford POTW,Connecticut,STAFFORD,CT3100-00_06,3100 - Willimantic River - Willimantic - Thames,-72.3037,41.9505,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,3,count,13,cm,2 BP,1,1716,Sec,,Introduced,Macrohabitat Generalist,False,160,m,10,m,2014031_lf,2014031_FISH,Sample-Routine,All species single pass,6/27/2014,11:10:00 AM,14583,Middle River,,2014 ABM Fish Community 06272014,downstream Route 32 bridge,Connecticut,STAFFORD,CT3102-00_01,3102 - Middle River - Willimantic - Thames,-72.3039,41.9525,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,9,cm,1x S-R - 1x Coff,1,2369,Sec,,Introduced,Macrohabitat Generalist,False,167,m,11.7,m,2014034_lf,2014034_FISH,Sample-Routine,All species single pass,7/2/2014,11:25:00 AM,14586,Hop River,,2014 ABM Fish Community 07022014,upstream Flanders River Road,Connecticut,COVENTRY,CT3108-00_01,3108 - Hop River - Willimantic - Thames,-72.2548,41.7212,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,17,cm,1x S-S,1,1620,Sec,,Introduced,Macrohabitat Generalist,False,200,m,16,m,2014036_lf,2014036_FISH,Sample-Routine,All species single pass,7/3/2014,8:25:00 AM,14492,Willimantic River,,2014 ABM Fish Community 07032014,upstream old bridge Jones Crossing Road,Connecticut,MANSFIELD,CT3100-00_03,3100 - Willimantic River - Willimantic - Thames,-72.3079,41.8326,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,16,cm,1x S-S,1,1620,Sec,,Introduced,Macrohabitat Generalist,False,200,m,16,m,2014036_lf,2014036_FISH,Sample-Routine,All species single pass,7/3/2014,8:25:00 AM,14492,Willimantic River,,2014 ABM Fish Community 07032014,upstream old bridge Jones Crossing Road,Connecticut,MANSFIELD,CT3100-00_03,3100 - Willimantic River - Willimantic - Thames,-72.3079,41.8326,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,15,cm,1x S-S,1,1620,Sec,,Introduced,Macrohabitat Generalist,False,200,m,16,m,2014036_lf,2014036_FISH,Sample-Routine,All species single pass,7/3/2014,8:25:00 AM,14492,Willimantic River,,2014 ABM Fish Community 07032014,upstream old bridge Jones Crossing Road,Connecticut,MANSFIELD,CT3100-00_03,3100 - Willimantic River - Willimantic - Thames,-72.3079,41.8326,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,17,cm,1x S-R - 1x Coff,1,2369,Sec,,Introduced,Macrohabitat Generalist,False,167,m,11.7,m,2014034_lf,2014034_FISH,Sample-Routine,All species single pass,7/2/2014,11:25:00 AM,14586,Hop River,,2014 ABM Fish Community 07022014,upstream Flanders River Road,Connecticut,COVENTRY,CT3108-00_01,3108 - Hop River - Willimantic - Thames,-72.2548,41.7212,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,13,cm,1 S-R,1,732,Sec,,Introduced,Macrohabitat Generalist,False,127.7,m,5.2,m,2014057_lf,2014057_FISH,Sample-Routine,All species single pass,7/16/2014,12:55:00 PM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,14,cm,1 S-R,1,732,Sec,,Introduced,Macrohabitat Generalist,False,127.7,m,5.2,m,2014057_lf,2014057_FISH,Sample-Routine,All species single pass,7/16/2014,12:55:00 PM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,15,cm,1 S-R,1,732,Sec,,Introduced,Macrohabitat Generalist,False,127.7,m,5.2,m,2014057_lf,2014057_FISH,Sample-Routine,All species single pass,7/16/2014,12:55:00 PM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,16,cm,1 S-R,1,732,Sec,,Introduced,Macrohabitat Generalist,False,127.7,m,5.2,m,2014057_lf,2014057_FISH,Sample-Routine,All species single pass,7/16/2014,12:55:00 PM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,17,cm,1 S-R,1,732,Sec,,Introduced,Macrohabitat Generalist,False,127.7,m,5.2,m,2014057_lf,2014057_FISH,Sample-Routine,All species single pass,7/16/2014,12:55:00 PM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,12,cm,1 S-R,1,732,Sec,,Introduced,Macrohabitat Generalist,False,127.7,m,5.2,m,2014057_lf,2014057_FISH,Sample-Routine,All species single pass,7/16/2014,12:55:00 PM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,11,cm,S-R x1,1,1042,Sec,,Introduced,Macrohabitat Generalist,False,93.3,m,3.5,m,2014056_lf,2014056_FISH,Sample-Routine,All species single pass,7/16/2014,11:57:00 AM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,16,cm,2x S-R,1,1603,Sec,,Introduced,Macrohabitat Generalist,False,100,m,6,m,2014065_lf,2014065_FISH,Sample-Routine,All species single pass,7/24/2014,9:00:00 AM,14712,Transylvania Brook,,2014 ABM Fish Community 07242014,30 meters upstream Whale Pass,Connecticut,SOUTHBURY,CT6806-00_01,6806 - Transylvania Brook - Pomperaug - Housatonic,-73.2584,41.484,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,17,cm,2x S-R,1,1603,Sec,,Introduced,Macrohabitat Generalist,False,100,m,6,m,2014065_lf,2014065_FISH,Sample-Routine,All species single pass,7/24/2014,9:00:00 AM,14712,Transylvania Brook,,2014 ABM Fish Community 07242014,30 meters upstream Whale Pass,Connecticut,SOUTHBURY,CT6806-00_01,6806 - Transylvania Brook - Pomperaug - Housatonic,-73.2584,41.484,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,10,cm,2x S-R,1,1603,Sec,,Introduced,Macrohabitat Generalist,False,100,m,6,m,2014065_lf,2014065_FISH,Sample-Routine,All species single pass,7/24/2014,9:00:00 AM,14712,Transylvania Brook,,2014 ABM Fish Community 07242014,30 meters upstream Whale Pass,Connecticut,SOUTHBURY,CT6806-00_01,6806 - Transylvania Brook - Pomperaug - Housatonic,-73.2584,41.484,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,2,count,13,cm,S-R x1,1,1042,Sec,,Introduced,Macrohabitat Generalist,False,93.3,m,3.5,m,2014056_lf,2014056_FISH,Sample-Routine,All species single pass,7/16/2014,11:57:00 AM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,14,cm,S-R x1,1,1042,Sec,,Introduced,Macrohabitat Generalist,False,93.3,m,3.5,m,2014056_lf,2014056_FISH,Sample-Routine,All species single pass,7/16/2014,11:57:00 AM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,10,cm,S-R x1,1,1042,Sec,,Introduced,Macrohabitat Generalist,False,93.3,m,3.5,m,2014056_lf,2014056_FISH,Sample-Routine,All species single pass,7/16/2014,11:57:00 AM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,9,cm,1 S-R,1,732,Sec,,Introduced,Macrohabitat Generalist,False,127.7,m,5.2,m,2014057_lf,2014057_FISH,Sample-Routine,All species single pass,7/16/2014,12:55:00 PM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,9,cm,S-R x1,1,1042,Sec,,Introduced,Macrohabitat Generalist,False,93.3,m,3.5,m,2014056_lf,2014056_FISH,Sample-Routine,All species single pass,7/16/2014,11:57:00 AM,14724,Oxoboxo Brook,,2014 ABM Fish Community 07162014,upstream 100 meters Meeting House Lane,Connecticut,MONTVILLE,CT3004-00_02,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.157,41.4673,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,16,cm,1 S-S,1,1380,Sec,,Introduced,Macrohabitat Generalist,False,151,m,7.5,m,2014053_lf,2014053_FISH,Sample-Routine,All species single pass,7/11/2014,11:10:00 AM,18723,Bungee Brook,,2014 ABM Fish Community 07112014,DS Old Colony Road,Connecticut,EASTFORD,CT3201-00_01,3201 - Bungee Brook - Natchaug - Thames,-72.066854,41.902123,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,14,cm,2x S-R,1,3918,Sec,,Introduced,Macrohabitat Generalist,False,167,m,6.5,m,2014045_lf,2014045_FISH,Sample-Routine,All species single pass,7/9/2014,11:45:00 AM,14733,Oxoboxo Brook,,2014 ABM Fish Community 07092014,upstream crossing at Faria Company (pink row road),Connecticut,MONTVILLE,CT3004-00_01,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.1062,41.4366,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,23,cm,2x S-R,1,3918,Sec,,Introduced,Macrohabitat Generalist,False,167,m,6.5,m,2014045_lf,2014045_FISH,Sample-Routine,All species single pass,7/9/2014,11:45:00 AM,14733,Oxoboxo Brook,,2014 ABM Fish Community 07092014,upstream crossing at Faria Company (pink row road),Connecticut,MONTVILLE,CT3004-00_01,3004 - Oxoboxo Brook - Thames Main Stem - Thames,-72.1062,41.4366,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,2,count,22,cm,2x S-R,1,2704,Sec,,Introduced,Macrohabitat Generalist,False,150,m,5.5,m,2014044_lf,2014044_FISH,Sample-Routine,All species single pass,7/9/2014,9:35:00 AM,14732,Poquetanuck Brook (Hewitt Brook),,2014 ABM Fish Community 07092014,upstream Schoolhouse Rd.,Connecticut,PRESTON,CT3003-00_01,3003 - Poquetanuck Brook - Thames Main Stem - Thames,-72.0365,41.4981,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,13,cm,1x S-R,1,1403,Sec,,Introduced,Macrohabitat Generalist,False,125,m,6,m,2014043_lf,2014043_FISH,Sample-Routine,All species single pass,7/8/2014,1:15:00 PM,14593,Whetstone Brook,,2014 ABM Fish Community 07082014,downstream Route 12,Connecticut,KILLINGLY,CT3404-00_01,3404 - Whetstone Brook - Fivemile - Thames,-71.878097,41.831633,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,14,cm,1x S-R,1,1403,Sec,,Introduced,Macrohabitat Generalist,False,125,m,6,m,2014043_lf,2014043_FISH,Sample-Routine,All species single pass,7/8/2014,1:15:00 PM,14593,Whetstone Brook,,2014 ABM Fish Community 07082014,downstream Route 12,Connecticut,KILLINGLY,CT3404-00_01,3404 - Whetstone Brook - Fivemile - Thames,-71.878097,41.831633,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,15,cm,1x S-R,1,1403,Sec,,Introduced,Macrohabitat Generalist,False,125,m,6,m,2014043_lf,2014043_FISH,Sample-Routine,All species single pass,7/8/2014,1:15:00 PM,14593,Whetstone Brook,,2014 ABM Fish Community 07082014,downstream Route 12,Connecticut,KILLINGLY,CT3404-00_01,3404 - Whetstone Brook - Fivemile - Thames,-71.878097,41.831633,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,2,count,14,cm,1x S-S,1,1680,Sec,,Introduced,Macrohabitat Generalist,False,288,m,33.6,m,2014037_lf,2014037_FISH,Sample-Routine,All species single pass,7/3/2014,11:00:00 AM,14609,Quinebaug River,,2014 ABM Fish Community 07032014,adjacent Town Park at Kennedy Drive,Connecticut,PUTNAM,CT3700-00_05,3700 - Quinebaug River - Quinebaug - Thames,-71.9096,41.9081,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,2,count,15,cm,1x S-S,1,1680,Sec,,Introduced,Macrohabitat Generalist,False,288,m,33.6,m,2014037_lf,2014037_FISH,Sample-Routine,All species single pass,7/3/2014,11:00:00 AM,14609,Quinebaug River,,2014 ABM Fish Community 07032014,adjacent Town Park at Kennedy Drive,Connecticut,PUTNAM,CT3700-00_05,3700 - Quinebaug River - Quinebaug - Thames,-71.9096,41.9081,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,2,count,17,cm,1x S-S,1,1680,Sec,,Introduced,Macrohabitat Generalist,False,288,m,33.6,m,2014037_lf,2014037_FISH,Sample-Routine,All species single pass,7/3/2014,11:00:00 AM,14609,Quinebaug River,,2014 ABM Fish Community 07032014,adjacent Town Park at Kennedy Drive,Connecticut,PUTNAM,CT3700-00_05,3700 - Quinebaug River - Quinebaug - Thames,-71.9096,41.9081,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,7,cm,1x S-S,1,1680,Sec,,Introduced,Macrohabitat Generalist,False,288,m,33.6,m,2014037_lf,2014037_FISH,Sample-Routine,All species single pass,7/3/2014,11:00:00 AM,14609,Quinebaug River,,2014 ABM Fish Community 07032014,adjacent Town Park at Kennedy Drive,Connecticut,PUTNAM,CT3700-00_05,3700 - Quinebaug River - Quinebaug - Thames,-71.9096,41.9081,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,1,count,5,cm,2x S-R,1,2613,Sec,Margin Method,Introduced,Macrohabitat Generalist,False,158,m,31.5,m,2014078_lf,2014078_FISH,Sample-Routine,All species single pass,8/7/2014,8:45:00 AM,14451,Shetucket River,,2014 ABM Fish Community 08072014,downstream Plains Road adjacent to USGS gauge,Connecticut,WINDHAM,CT3800-00_05,3800 - Shetucket River - Shetucket - Thames,-72.1823,41.7002,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,3,count,19,cm,2x S-R,1,3321,Sec,,Introduced,Macrohabitat Generalist,False,165.9,m,9.7,m,2014077_lf,2014077_FISH,Sample-Routine,All species single pass,8/6/2014,3:12:00 PM,15176,Natchaug River,,2014 ABM Fish Community 08062014,off Mansure Road Behind 238 Willimantic Road (Route 6) Chaplin Kawasaki,Connecticut,CHAPLIN,CT3200-00_02,3200 - Natchaug River - Natchaug - Thames,-72.1523,41.7569,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,2,count,17,cm,2x S-R,1,3321,Sec,,Introduced,Macrohabitat Generalist,False,165.9,m,9.7,m,2014077_lf,2014077_FISH,Sample-Routine,All species single pass,8/6/2014,3:12:00 PM,15176,Natchaug River,,2014 ABM Fish Community 08062014,off Mansure Road Behind 238 Willimantic Road (Route 6) Chaplin Kawasaki,Connecticut,CHAPLIN,CT3200-00_02,3200 - Natchaug River - Natchaug - Thames,-72.1523,41.7569,River/Stream,CT DEEP WPLR biological monitoring
Ameiurus natalis,2,count,16,cm,2x S-R,1,3321,Sec,,Introduced,Macrohabitat Generalist,False,165.9,m,9.7,m,2014077_lf,2014077_FISH,Sample-Routine,All species single pass,8/6/2014,3:12:00 PM,15176,Natchaug River,,2014 ABM Fish Community 08062014,off Mansure Road Behind 238 Willimantic Road (Route 6) Chaplin Kawasaki,Connecticut,CHAPLIN,CT3200-00_02,3200 - Natchaug River - Natchaug - Thames,-72.1523,41.7569,River/Stream,CT DEEP WPLR biological monitoring
